id,text,label,source,domain,topic_id,topic,prompt,word_count,sentence_count,avg_sentence_length,std_sentence_length,token_count,needs_manual_review
human_essay_016_essay4,"The age of cars has come to a grinding stop. Atleast, That's what the general consensus of these 4 articles seems to be. Although current youth do not see car buying as a major thing in their lives right now, it is highly unlikely it will remain as such because of the structure of an average american lifestyle.

Cars are a massive staple of the world and hold many things together and allow for fast, easy, convenient travel. The young people of today do not currently have to use cars to get where they are going because of many factors such as friends with cars, human powered forms of transportation such as bicycles, skateboards, etc.and pareits with cars. Once these children move away from home to a college or to a job elsewhere they will need a car to maintain a normal lifestyle. We are currently in a second babyboom, this means that there are many young people that do not need cars and thus do not have one, swaying the data away from the ""car culture"". While it is true that some people are trying to reduce their ""carbon footprint"" by driving less and using public transportation, the number of them is very small and irrelevant when compared to all people in the world. Cars maintain a large amount of appeal that cannot be found in any other form of transportation: This appeal is that it is your vehicle, to do whatever you want with and be free, it is also easy and convenient to get from place to place, it is a place to hang out with your friends andor a significant other, it is also faster than any other form of transportation short of a helicopter or plane. Cars have so many benefits that people will not just quit driving because of increased carbon emissions, most of which is not entirely the fault of cars.

While cars do put out a large amount of carbon dioxide, a greenhouse gas, that amount is inconsequential compared to the massive amou its of carbon dioxide emitted by volcanos and by other human creations. One volcanic eruption emits around the same amount of carbon dioxide in a few hours as the entire country of America does in 1015 years. Cars are not the true issue here, the main reason carbon dioxide is on tthe rise is because of the lack of trees and worldwide deforestation. All plant life can convert carbon dioxide into oxygen during photosynthesis, this means that more plant life equals less carbon dioxide. Instead of trying to reduce the number of cars in the world and make life harder on many people, the focus of the world should be to increase the amount of vegetation in the world so as to counterbalance the number of cars in the world.

Cars have long been an important factor in the world social, political, and economical structure. Before the second World War, Fuhrer Adolf Hitler decided that his people needed a cheap, basic car so as to increase Germany's economic prowess. Due to this vision Volkswagen, The people's car, was started. Volkswagen marked the start of cheap, affordable cars for everyday people. Although Germany lost World War II, their technology and ideas diffused to much of the world thanks to American and Soviet research. Their idea of a people's car spread around the world and the 1950's marked the start of massive sprawling suburbs that relied on personal vehicles to get to and from work, the store, school, or anywhere outside of the suburbs. This was a totally new type of lifestyle It wasn't urban life where you could walk or ride a bus wherever you needed, and it wasn't rural where you made everything by hand and didnt travel often. No, this was something entirely new that was brought about because of the advent of cheap affordable personal transportation. Now everyone can get to work relying on only themselves and not bus drivers or train operators, people have a new sense of freedom afforded them by this magnificent new machine, the car.

The same ideas and principles that made cars such an important part of culture and life in the 1950's still remain in our lives today. Cars will remain an important part of world culture until another form of transportation is easier, more convenient, andor cheaper. A car gives its driver a fast, freeing, and flexible form of transportation unparalleled by anything today. Car use should not be limited, it should be encouraged.",0,human_kaggle,essay,essay_016,Telecommuting vs Office Work,"Write an argumentative essay on 'Telecommuting vs Office Work'.\n\nYour essay should:\n- Discuss the following aspects: workplace culture, employee productivity, commercial real estate impact, carbon footprint reduction\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",754,28,26.93,,836,False
human_essay_017_essay0,"The Electoral College is a system that must be changed. It is a system that takes away the people's vote in a sense. As it originated from the Founding Fathers, it is as well an outdated system, that could have a drastic overhaul. The Electoral College could be thought of as ruining portions of this democracy, granting the people to vote for a president. There could be great error introduced to such a way of selecting people for such positions. Therefore, I stand vehemently on the side that the Electoral College must change, granting the people and the government a cleaner, more reliable form of election by three contentions: it removes the thought of there being an improper ratio of electoral votes to popular votes it is too easy for fraud to occur in the system and because of how irrational and unfair it is.

The first reason why the Electoral College must be changed in favor of a popular vote system is because of how there is such a margin of error introduced in its existence. The opposition may argue that a popular voting system may have equal, if not a greater chance of error, but that is very inaccurate. In a popular voting scenario, things are about as basic as possible. Election results are taken directly from the people of each state, and the results are then combined and compared, in turn selecting someone into office. In contrast, the Electoral College is far more complicated, resulting in more things to go wrong. For instance, a notable example is the 2000 election between Gore and Bush. In this scenario, Gore received a larger number of popular votes, as Bush won the Electoral College. The whole practice of the Electoral College introduces so many variables to the equation, that it would just be very irrational to use such a system.

Continuing, the next reason why the popular voting system should replace the Electoral College is by the chance of ""fraud"" in such a form of election. The members of the Electoral College could be anyone. Now, this may not be thought of as fraud, however it could as well be thought of as fraud of the system. These members of the College could potentially curve the results of an election. For instance, in the 2000 election, members did not stay true to the one candidate, resulting in the possibility for in improper ratio of votes between the Electoral College and the populous. A counter of this argument may be how often this sort of thing may occur. The 2000 election was the first election since 1888 that had a similar problem. However, this sort of thing should never occur. There should never be an occasion of a problem occuring in something as substantial as a presidential election.

My final contention is regarding how irrational and unfair the entire Electoral College is. In this, there is a type of winnertakeall system set in place. This means that, in most states, if a candidate wins the state, they take the Electoral College for the state. Because of this, candidates mainly focus on campaigning in states that they have a clear chance of winning. This is extremely unfair for many voters in the states that these candidates do not even visit. They would have no evidence of what to vote on in election. This could also change an election, with disastrous results. For example, in the 1976 election, a mere few thousand different votes in both Ohio and Hawaii could have led to a tie in the election. Ties are often fatal in the Electoral College system, as delegations in Congress determine a winner of the election. A counter to this claim may be how the winnertakesall system encourages more campaigning in the tossup states, where close attention is set upon the campaigning individuals. However, this still does not change the fact that other states are not receiving the proper amount of campaigning to prove a fair election.

In summation, the Electoral College must be changed in favor of a popular vote form of election by three previously stated contentions. First, it provides the chance for there to be disastrous results in an election. These results may consist of there being a tie, or an improper ratio of popular votes to electoral votes, as seen in the 2000 election. To continue, my second contention is regarding how there is a chance of corruptness and disagreement in an election. With the Electoral College in place, anybody could technically become part of the College, and there may be a dispute between what member is for what candidate and such. This could be very confusing for the voters. And finally, the entire system of the Electoral College is plainly unfair and irrational. This results in the election being unfair to certain states that did not receive proper campaigning for particular candidates, as it allows candidates to choose which states they would like to take part in campaigning with. In all, the Electoral College is a jumbled, confusing mess of election and governmentation.",0,human_kaggle,essay,essay_017,Cryptocurrency Regulation,"Write an argumentative essay on 'Cryptocurrency Regulation'.\n\nYour essay should:\n- Discuss the following aspects: financial innovation, fraud prevention, market volatility, decentralization principles\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",846,43,19.67,,939,False
human_essay_017_essay1,"Since World War II we have been heavily dependent on the modern day transportation: the car. Some say the car is an innovative and convenient method of transportation, while others say that it will be the end of the environment. As the evidence indicates, there are advantages to limiting car usage.

Dissenters of the idea claim to say that limiting car usage will negatively impact the car industry, but it doesn't. Limiting car usage doesn't mean that people will have to stop buying cars it simply means that they will have to find a different method of transportation. Source 2 says that in Paris on certain days motorist, who had an odd or even license plate number, had to leave their cars at home and find an alternative method of transportation. Does the evidence demonstrate an impact to car companies? Did they have a financial deficit due to their lack of buyers? The answer is simple: no, because they didn't ban the use of cars. Also, car companies can well benefit from places that limit car usage but allow hybrid cars this allows for an increase in revenue. Most car companies in today's society model hybrid cars that run on primarily electricity and gas. In Paris, they made exceptions ""for plugin cars, hybrids, and cars carrying three or more passengers Source 2"". These exceptions actually promote the buying of hybrid cars! This will boost the economic profit of the car companies, not damage it. Limiting car usage does not affect car companies, but instead supports it.

The limitation of car usage betters the environment. Cars emit greenhouse gases in the atmosphere faster than they can be removed. This causes health problems in living organisms and pollution of ecosystems. Cars are liable for 12 percent of greenhouse gas emissions in Europe and 50 percent in areas in the U.S. as Source 1 states. People are playing with the balance of nature and if its not fixed then humans are as good as dead this is why the implementation of limiting car usage benefits people. The effects of this can be seen in Bogota, Colombia, whose goal is to reduce smog and promote alternative transportation Source 3, and Paris, where intense smog covered the enitre city: ""The smog rivaled Beijing, China, which is known as one of the most polluted cities in the world.Source 2"" The source explains that cold nights and warm days trapped in car emissions and after a few days of reducing car usage the air cleared up. This shows the effectiveness of the limiations of car usage.

The limiting of cars also boosts community wellness. The people who experienced this regulation had positive views on the matter and even on rainy days they participated! Bogota, Colombia has gone into its third year of banning cars and the turnouts of the pariticipation were large, with two other Colombian cities joining and municipal authorities from other countries to view the event Source 3. The evidence show that limiting cars wasn't opposed by the people, in fact, other countries were wanting to get in on the action. This limiting of car usage really cuts down on traffic congestion and new community projects have been established to ease the transition to alternative transportation. Heidrun Walter, mentioned in Source 1, syas that when she had her car she always tense and stressed and is happy with the change. The source also mentions that the ""swish of bicycles and the chatter of wandering children drown out the occasional distant motor Source 1."" This shows that the limitation of car usage greatly enchances the wellness of the community and promotes a safe and stressfree environment for the people.

In summation, the limitation of car usage doesn't negatively impact car companies, but instead increases hybrid car sale revenue, echances community wellness, betters the environment. The things that can be accomplished with this regulation only has benefits for everyone.",0,human_kaggle,essay,essay_017,Cryptocurrency Regulation,"Write an argumentative essay on 'Cryptocurrency Regulation'.\n\nYour essay should:\n- Discuss the following aspects: financial innovation, fraud prevention, market volatility, decentralization principles\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",650,32,20.31,,727,False
human_essay_017_essay2,"Dear Senator, The Presidential Election is one of the most important events that goes on in the United States. At the core of this election is the Electoral College. The only problem is, the college has many flaws. Like in Source 1, it states that our Founding Fathers established the Electoral College as a compromise between the election of the President by a vote in Congress and election by a popular vote from the citizens who qualify. As you know the E.C consists of the selection of electorss, meeting of electorss where they vote for the President and Vice, and the counting of the votes by Congress. There are 538 electorss, 538 votes, and it takes a majority of 270 votes to win the election. This flawed system has been around too long and it needs to be altered. I am in favor of getting rid of the E.C and going to winner by a popular vote.

If the Presidential candidate is favored by more than 50% of the country then he or she should win. Like in Source 2 history shows that in the past candidates have clearly won the popular vote, but sill lost the presidency race. The problem with the current system we have in place is that the people who are supposed to have a direct voice in the government do not. Instead the people vote for other people who they are supposed to trust vote in favor of their opinion. I can see how some people believe in this system of trust, however some history has shown us otherwise.

History has shown that electorss can go against the opinion of the public. When you vote for electorss most of the time they in turn vote for what the people want. The only thing is you are not ensured that this will occur. In the end it is up to the electors who can decide however they wish. Personally for the U.S. it would be more effective to go to winner by popular vote, not only because of the unsureness of the electorss, but also because that is what the people want. Another valid argument to get rid of the whole Electoral College process is in Source 2, it states that sometimes voters get confused with the electorss and vote for the wrong candidate. That could be detrimental to the country if the wrong person for the job was elected. If it was the popular vote sytem the selection of candidates would be clear and easy to understand, which leads to less mistakes when voting.

The view of getting rid of the Electoral College is actually quite popular. In Source 2 it tells us Richard Nixon, Jimmy Carter, Bob Dole, the U.S Chamber of Commerce, and others have all agreed that we should abolish the Electoral College. Going all the way back to the beginning of our country we started off on the base principle that the people must have a direct voice in the government. That is the reason our country was made a democracy. The Electoral College has bent those principles and hasn't fully allowed the voice of the people to be heard. With the popular vote put in place their are no middle men, it is just the people voicing what they want and who they want to represent them.

Looking over the information that has been presented it is clear that the Electoral College has to go. The system is flawed for many reasons such as the popular candidate not winning, voices not being ensured that they will be heard, and the confusing system of not voting directly for your President. If the change of winner by popular vote in the election is made none of the previous flaws will be present. The popular vote sytem will ensure the people get what they want and the process is completely fair. For these reasons it is in our society's best interest that our government makes this change. Abolish the Electoral College and bring on a new age of simple and fair elections!

From, A concerned citizen.",0,human_kaggle,essay,essay_017,Cryptocurrency Regulation,"Write an argumentative essay on 'Cryptocurrency Regulation'.\n\nYour essay should:\n- Discuss the following aspects: financial innovation, fraud prevention, market volatility, decentralization principles\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",679,34,19.97,,741,False
human_essay_017_essay3,"Of course, many people from all over the world are using cars for everywhere they go, however Elisabeth Rosenthal, Robert Duffer, and Andrew Selsky agree that the reduction of the usage of cars will benefit us an abundant amount. Therefore, if we all used our cars less, it will benefit our health, benefit our financial problems, and benefit our environment.

Duffer and Rosenthal tells us about how using less cars will benefit our health. It would make us healthier by cleaning the up the pollution and smog in the air. ""Congestion was down 60 percent in the capital of France, after fivedays of intensifying smog.."" 14 This is saying that people in France were becoming significantly healthier in just 5 days without the use of cars. Not only only does it make you less sick, but it reduces stress. It reduces stress because you dont have to worry about maintaining a car. ""When i had a care i was always tense. im much happier this way"" 3 This is saying that its less stressful not having car, and makes people happier. Health is a primary factor in our lifes and taking cars away puts us in a better position.

Rosenthal and Selsky tell us about how using less cars will benefit our financial problems. It would make us more money because they are not spending so much on gas, and components to keep the car in condition to drive. ""recent studies suggest that Americans are buying fewer cars, driving less, and getting fewer licenses as each year goes by"" 29 This is saying that people are not on the road alot, and if people arent on the road alot, they are not spending money. Not only does it save money on cars, but it helps you use other ways to get to places that arent expensive. It isnt expensive because people can find alternatives that dont need gas, and so much maintance. ""In a program that's set to spread to other countires, millions of Colombians hiked, biked, skated, or took buses to work during a carfree day yesterday.."" 20 This is saying that because they dont need to use cars and there are differerent routes to take, the need to spend money on transportation decreases. Money is important to gets the necessities we humans need, so saving is a big deal.

Rosenthal and Selsky tells us about how using less cars will benefit our environment. It would better the environment because people will learn to communicate better. ""Likewise the rise in cell phones and carpooling apps has facilitated more flexible commuting arrangements, including the evolution of share can services for getting to work."" 35 This is saying that people learn how to share and to help one another out. Not only does it help communication, but it also helps helps people get outside and be active. It helps people get active because is they dont have cars, they have to keep themselves occupied or if they want to get to places, they have to walk, bike, etc. ""Parks and sports centers have also bloomed throughout the city: uneven, pitted sidewalks have been replaced by broad, smooth sidewalks.."" 28 This is saying that that the city is working with the people to help make the environment a better place with no cars. The environment is an important factor as well because we have to take care of the place we live in.

In conclusion, Rosenthal, Selsky, and Duffer have shown that the reduction of the usage of cars will help us tremendously, and that having a healthier life, a greater amount of money, and a better environment will change the world.",0,human_kaggle,essay,essay_017,Cryptocurrency Regulation,"Write an argumentative essay on 'Cryptocurrency Regulation'.\n\nYour essay should:\n- Discuss the following aspects: financial innovation, fraud prevention, market volatility, decentralization principles\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",610,26,23.46,,691,False
human_essay_017_essay4,"Zroom! Cars have been developing for hundreds of years all over the world. They have become very dangerous to the environment and there are many advantages to limiting the use of them.

There is only so much space on earth and lot of it is taken up by parking. No matter where you go there will always be parking spots on the fertile ground that we need to preserve. Garages, street parking, and driveways not only house vehicles but they also take up valuable space! By limiting the use of cars we can cut back on the land wasted to house them.

Another important advantage to limiting car use is that it will save you money! Everyday we hear about a new car that just came on the market but the price only keeps on increasing. No one wants a cheap car that they are embaresseed to be seen in and many pay vigorously for new upgrades. The biggest expense is gas, which you will have to pay for almost everyday as the price keeps rising.

Finally, car usage is extremely bad for the environment. Paris is in days of nearrecord pollution and its become so bad that they had to enforce a partial driving ban to clear the air. Every time you start your car smog comes out of your exhaust polluting the air. After awhile it falls back to the ground and sticks so when it rains the roads become very slick which is a major hazard.

In conclusion, we should all limit the use of cars. Although its ok to use them in moderation they are still space consuming, expensive, and bad for the environment.",0,human_kaggle,essay,essay_017,Cryptocurrency Regulation,"Write an argumentative essay on 'Cryptocurrency Regulation'.\n\nYour essay should:\n- Discuss the following aspects: financial innovation, fraud prevention, market volatility, decentralization principles\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",278,17,16.35,,302,False
human_essay_018_essay0,"Many cities are experiencing perhaps the biggest economic change being implemented into society since the invention of the Model T. People just simply aren't interested in attaining a personal vehicle, or even a license for that matter. As a result, many personal vehicle companies are starting to become more ""mobile"" to stay with the times, or become bankrupt due to being stagnant in sales. Not owning a car has actually proved to come with more advantages than if owning a car. Such as, less carbon emissions in the air, less stress in certain communities where carfree zones are being implemented, and finally restaurants and stores becoming more ""cropped up"" due to rushhour restrictions essentially boosting the economy.

The lack of car use has fundamentally benefitted the environment as an entirety. Cars emit carbon emissions into the air that are not only harmful to many animals, but to humans as well. According to Source 2, in Paris, France alone, it was shown that ""due to the use of diesel fuel over regular fuel, there were 147 micrograms of particle matter per cubic meter."" Comparing this to other major cities in Europe that find more use for regular gasoline, you'll find that the results are less. In Brussels, there were 114 micrograms of PM per cubic meter, and in London, 79.7. Even though areas that used more regular fuel over diesel fuel were significantly lower in micrograms of particle matter, even 79.7 micrograms can be potentially fatal, and cause lungrelated health problems in the later lives of the people occupying these areas. Officials not only in Paris, but also in major cities such as Bogota, Colombia and New York City, New York have also began to take a stand. In Paris, France for example, ""there are certain days in which cars cannot be driven by people with license plates ending in even numbers, and the next day by people with license plates ending in odd numbers. This new way of thinking has been implemented into the French law system to help decrease the amount of pollution in the air."" Source 2 Bogota has also found a unique approach to a less polluted environment. ""Carfree day is a day in which no cars are driven, with the exception of buses and taxis."" Source 3 Finally, New York City has implemented a ""new bikesharing program in which bicycles can be rented for a costeffective amount. In addition to this, bridge and tunnel tolls have also reflected these new priorities by skyrocketing in price."" Source 4 These new implementations have proved beneficial in decreasing the amount of carbon emissions in the air. Many communities have not only found a way to reduce pollution in the air, but also live a more stressfree lifestyle.

Stress and rushhour are known to have some corollation, but newer communities are starting to take a stand by limiting the amount of car usage in their area. Vauban, Germany, a newer community only just established in 2006, is an example of one of these communities that has started to ""smart plan."" Over 70 percent of Vauban's occupants don't own a car, and 57 percent have sold a car to move there."" Source 1 A happier lifestyle has appeared as a result. According to Heidrun Walter, an occupant in Vauban. When she had a car, she was always ""tense."" But now, she's a much happier mother of two, and the distant hum of an occasional motor vehicle is drowned out by the ""chattering of wandering children."" Source 1 In the United States, the Environmental Protection Agency EPA is suggesting that we start implementing these ""car reduced"" communities in our nation to better society, as well as to provide a more stressfree environment for these new communities' residents. Source 1 Even in Bogota, people have said that the use of no cars is a ""great opportunity that has taken away stress and lowered air pollution."" Source 3 Not only has pollution been reduced in all of this or the fact that a factor attributing to stress has also been removed, but areas where these communities are starting to form, have also boosted the economy. In Bogota, it has been reported that due to Carfree day, that both ""parks and sports centers have started to appear throughout the city. In additon to this, sidewalks have been replaced by more broad, smooth sidewalks. As well as, rushhour traffic has been cut, allowing new restaurants and upscale shopping districts to flourish."" Source 3 ""Cars are starting to become a thing of the past,"" according to Mimi Sheller, a sociology professor at Drexel University. Even her children 19 and 21 don't have licenses. ""They say they're interested, but it's not a priority for them,"" she later goes on to say. As a result, gas money is saved, and people can spend more money on things that matter to them.

In conclusion, it has been displayed that the advantages of not using a car are starting to outweight the benefits. The lack of car use in these carfree communities is helping to reduce stress and tension on the road, boost not only the community's economy, but also the entire nation's economy as well. In addition to this, the lack of car use is also helping to preserve the environment, by reducing carbon emissions into the air. According to many sociologists and business professionals, the downfall of the car may well be on its way, but it may not be such a bad thing.",0,human_kaggle,essay,essay_018,The Gig Economy,"Write an argumentative essay on 'The Gig Economy'.\n\nYour essay should:\n- Discuss the following aspects: worker flexibility, lack of benefits, employment law, corporate exploitation\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",913,40,22.82,,1056,False
human_essay_018_essay1,"All around the world in places such as the United states, Paris and other european countries have all begun to realize the effects cars have on the environment as well as the community. Most of these places have actually banned cars in suburban areas to try to promote this idea that are cars becoming less of a necessity throughout communities. Cars are becoming less popular and some advantages to this are that cars cause lots of pollution from tailgate according to source number one. Some other advantages to this decline of cars is the improvement of the community as well as better quality of life with civilians.

Cars are one of the leading reasons pollution is such a big problem today. So one advantage to having less cars would be less pollution. Experts from source two state that up to fifty percent of greenhouse gases could come from the United States alone. according to source two places like Paris have already begun to face the effects of pollution. The pollution in Paris was bad enough to ban cars to reduce the amount of smog in the air. In doing so the lack of cars helped cleared the air for people to breathe easier. Banning cars would also promote an increase to public transportation. With less cars people would be obligated to use public transit or simply walk to where they needed to be. A business man from source three named Carlos Arturo Plaza states ""It's a good opportunity to take away stress and lower air pollution"". This shows that not all feedback from the loss of cars is negative.

Another advantage to the lack of cars is the overall improvement of communities. With the lack of cars workers dont have to spend all there money on construction of new roads and maintenance of highways. People can now begin to finally work on other things such as the improvements of sidewalks and building new parks. In source 3 it states that restrictions have cut traffic making less people agitated over road rage as well as the upscale of new business's and shop markets. Because of all these new markets everything is built closer now since people arent driving theres no need for the buildings to be long distances away. Urbanization is an advantage to lack of cars.

With the lack of cars some peoples quality of life have improved greatly, Enrique rivera from source three states ""These people are generating a revolutionary change, and this is crossing borders."" Implying that these changes are going to spread and become the new thing of today. Some people say they they enjoy this new policy. In source four it states that changes like these can make emmsions lower and improve safety, in doing so people have a better quality of life as they are safer then before.

So in all there were many advantages that had to the reduction of cars in certain areas. With the lack of pollution people were able to get around easier, with nicer places to travel shopping would become more fun then previously, and peoples lives became generally less stressful. With all of this upcoming news about reduction of pollution and new ways to change the environment maybe one day we will live in a world with no cars at all.",0,human_kaggle,essay,essay_018,The Gig Economy,"Write an argumentative essay on 'The Gig Economy'.\n\nYour essay should:\n- Discuss the following aspects: worker flexibility, lack of benefits, employment law, corporate exploitation\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",552,27,20.44,,591,False
human_essay_018_essay2,"Limiting car usage has so many benefits to give us. It can even lead to saving the world. We've lived without them before so it's not the end of the world if they are gone for even just a day.

First of all, cars are responsible for pollutionnot all in the atmosphere such as the greenhouse gas emissions. According to Source 1, experts say, is a huge impediment to current efforts to drastically reduce greenhouse gas emissions from tailpipe....Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe... and up to 50 percent in some carintensive areas in the United States. That is basically saying that having cars as often as we use them is harming the earth through their gas emissions. That cars are responsible for a certain percentage in the pollution.

Additionally, let us see about the few polluted cities or capitals such as Paris. They almost achieved a new record for pollution! But the way they are handling it is quite successful. ""On Monday motorists with evennumbered license plates were ordered to leave their cars at home or suffer a 22euro fine 31. The same would apply to oddnumbered plates the following day."" Source 2This gives them a chance to reduce significantly the pollution by half if the license plates ratio were balanced. They are taking turns in car usage and lowering pollution and it's a great bill or law to help reduce the pollution. They needed that because according to Source 2, last week Paris had 147 micrograms of particulate matter PM per cubic meter compared with 114 in Brussels and 79.7 in London, Reuters found. That's a lot of pollution they have been carrying. But "" The smog cleared enough Monday for the ruling French party to rescind the ban for oddnumbered plates on Tuesday."" Furthermore, there's more benefits of reducing or limiting car usage. In BOGATA, Colombia, they have a Day Without Cars and it's starting to spread to other communities as well. They want to promote alternative transportation and reduce smog and those that violates will face 25 fines. This sounds like a very great and effective idea. Many people are participating in it and not only that ""Parks and sports centers also have bloomed throughout the city uneven, pitted sidewalks have been replaced by broad, smooth sidewalks rushhour restrictions have dramatically cut traffic and new restaurants and upscale shopping districts have cropped up.""Source 3 In conclusion, limiting car usage will give us a greater advantage not only in our businesses but also our air. Reducing pollution is just the start of it, imagine many more benefits are there to come if we keep up with these conservative efforts.",0,human_kaggle,essay,essay_018,The Gig Economy,"Write an argumentative essay on 'The Gig Economy'.\n\nYour essay should:\n- Discuss the following aspects: worker flexibility, lack of benefits, employment law, corporate exploitation\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",449,24,18.71,,501,False
human_essay_018_essay3,"Who doesn't have a car now days? It seems like everyone is dominated by these four wheeled creation of technology. On the other side, many places and countries in the world have decided to put a stop to the use of cars. This idea of giving up their cars came with many advantages to everyone, some of this benefits are the following. When cars are used less or left completly unused, this helps stop pollution, people feel better, and it improves the economy of car users.

First of all, the most important advantage is that being carfree can stop pollution. One city that had to ban car use for a few days is Paris. Due to all the smug the action that they took is, as stated in the article titled ""Paris bans driving due to smug"", on monday motorists with evennumbered license plates had to leave their car at home and not use it or else they would get a fine of 22 euro, which is equivalent to 31 dollars. And the same thing had to be done for the oddnumbered plates the next day. As the article says ""The smug cleared enough Monday for the ruling French party to rescind the ban for oddnumbered plates on Tuesday"". This shows how much damage the cars cause in the air, in just a day there was a huge improvement in the amount of smug. It's a demonstration of how much we can help by just taking public transportation and leaving our cars for a while.

In addition, another benefit is that people feel better. The source called ""Carfree day is spinning into a big hit in Bogota"" has this quote that businessman Carlos Arturo Plaza said ""It's a good opportunity to take away stress and lower air pollution"". And it is true that cars can cause drivers a lot of stress, for example, the simple task of driving to work on the mornings can cause stress because we have to be constantly preoccupied of not having an accident or even hitting a pedestrian. In Bogota this measurements has been taken really well by the community and it has worked just fine. Taking stress away is something we are always trying to do but we dont realize how simple it can be if we just used our cars less, they are a cause of this stress after all.

Another advantage is that it improves the economy of the car users. Based on my personal experience, my parents can spend over 80 dollars a week just in buying fuel for our car. Imagine all the money you can save if you didn't have to spend on fuel anymore! Another very expensive thing than comes with the use of cars is that, when it breaks, you're going to have to spend hundreds and even thousands of dollars on the repairs.

To conclude, there are so many benefits we can recieve by limiting our car usage. Three of those are the ones I talked about, it can stop pollution and smug, it can make people feel better, and it can improve our economy.",0,human_kaggle,essay,essay_018,The Gig Economy,"Write an argumentative essay on 'The Gig Economy'.\n\nYour essay should:\n- Discuss the following aspects: worker flexibility, lack of benefits, employment law, corporate exploitation\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",519,23,22.57,,576,False
human_essay_018_essay4,"Imagine constantly coughing. Would you like that? Car ownership is decreasing because: of pollution, people use other people who can drive, and the dangers. It is just not needed anymore.

Pollution is everywhere you go. THIS. It goes from China, to Europe, and to America. But what causes it? In Paris they banned driving after having nearrecord breaking pollution. France blamed it on their people wanting to use diesel fuel instead of gasoline. Cars that run on diesel takes up 67% of France. Paris has the most ""smog"" compared to the other parts of Europe. IS. After many days without driving any cars, car companies lost revenue, but the ""smog"" cleared up. A. By limiting the car usage pollution has goen down, making Paris a less of a polluted city. WASTE. Source 2: Paris bans driving due to smog. by Robert Duffer Before you go somewhere do you tend to call a friend to see if you can carpool? Now in America car pooling has been becoming quite popular. OF. With social media it is easier to contact your friends to see who is going where and when. Driving two separate cars is a waste of gas, time, and money. TIME. So carpooling is the most efficient. Many Americans have a love with cars from Mercedes, to bow's Americans are big fans. But are they dying out? statistics say that the percentage of people getting their license is 16 to 39 years old. With the entertainment at home what is the need to transport anywhere. Source 4: The end of car culture. By: Elisabeth Rosenthal. The need for cars is dying out.

overtime you get into a car there are dangers. Car accidents happen every single day, and most of them happen where you least expect it... One mile in diameter from your house. Source: Google There are also dangers of spending too much money on your car. Many Americans purchase die for cars Source 4: The End of Car Culture. By: Elisabeth Rosenthal, but can most of them afford it. Lets thing. A mcdonald's worker who makes 7.50 an hour, purchases a 100,000 Ranger Rover plus the insurance they have to pay every single month. Even though on your way to work people will see that you have a nice car and adore you, but a few months later the outcome will not be pretty. That person will eventually become bankrupt, have to sell their house, and their car, and live in a box for their entire life.Yahoo news And no one wants to live in a box. So limiting car use will help. If that mcdonald's worker never bought a car, and instead purchased a bike heshe would have money to buy food, and keep a roof over their head. Even though people now are fat and lazy it would also decrease the number of obese people in America.

To wrap things up, we should limit the use of cars. From Paris limiting it they decreased pollution, from carpooling you save money, and from not purchasing a car you will decrease your chances of dying. But the main question is..",0,human_kaggle,essay,essay_018,The Gig Economy,"Write an argumentative essay on 'The Gig Economy'.\n\nYour essay should:\n- Discuss the following aspects: worker flexibility, lack of benefits, employment law, corporate exploitation\n- Present a balanced argument with multiple perspectives\n- Provide reasoning and examples where appropriate\n- Conclude with a clear position",519,47,11.04,,607,False
